"bookname";"price";"author";"data";"public"
"物联网Python开发实战 python编程入门教程书籍 用python实现物联网设备到云端全栈开发 用python开发";41.3;"安翔";"2018-01-01";"电子工业出版社"
"物联网Python开发实战 安翔 9787121337512 电子工业出版社";44.9;"安翔";"2018-03-01";"电子工业出版社"
"物联网Python开发实战 电子工业出版社";51.1;"安翔";"2018-03-01";"电子工业出版社"
"物联网Python开发实战安翔电子工业出版社【正版图书，满额优惠，可开发票】";76.12;"安翔";"2018-03-01";"电子工业出版社"
"物联网应用设计与实战：基于AVR单片机和Python";54.8;"武藤佳恭";"2018-12-20";"机械工业出版社"
"玩着也能学Python";39.6;"编程猫内容出版中心";"2020-01-01";"江苏凤凰科学技术出版社"
"玩着也能学Python python少儿编程 少儿编程入门教程 少儿编程教材 编程入门 零基础 小学生编程";62.14;"Unknow";"2010-12-30";"江苏凤凰科学技术出版社"
"玩转Python网络爬虫";50.37;"黄永祥";"2018-08-01";"清华大学"
"玩转Python网络爬虫 9787302503286";33.81;"黄永祥";"2018-08-01";"清华大学出版社"
"玩转Python网络爬虫 黄永祥9787302503286 睿智启图书睿智启图书专营店";34.5;"黄永祥";"2018-06-01";"清华大学出版社"
"玩转Python网络爬虫9787302503286北京海关图书专营店";54.3;"黄永祥";"2018-06-01";"清华大学出版社"
"玩转Python轻松过二级";49.0;"董付国";"2018-05-09";"清华大学出版社"
"玩转大数据：SAS+R+Stata+Python";192.4;"孙江伟";"2021-06-01";"清华大学出版社"
"现货 ABAQUS Python二次开发攻略 CAE分析大系 Python FORTRAN与Abaqus13 教程脚本程";55.0;"Unknow";"2016-01-01";"人民邮电出版社"
"现货 Python程序设计实验指导与习题9787516524817紫泥图书专营店";26.3;"刘庆";"2021-03-01";"中航出版传媒有限责任公司"
"现货 Python统计分析 Python应用编程 python数据分析统计教程 Python贝叶斯分析 数学推断统计学";47.3;"托马斯・哈斯尔万特";"2018-01-01";"人民邮电出版社"
"现货 Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍 计算机程序设计编程书籍";64.0;"Sweigart";"2019-09-30";"人民邮电出版社"
"现货 Python语言程序设计基础 嵩天第二版第2版python编程入门Python编程从入门到实践python基础教程";37.8;"嵩天";"2020-08-17";"高等教育出版社"
"现货Python编程快速上手让繁琐工作自动化+Python核心编程第3版 2册 编程基础教程网络爬虫入门书籍Python";160.0;"Unknow";"2019-09-30";"西南交通大学出版社"
"现货Python自动化测试实战 无涯 UI自动化测试框架接口自动化测试Python语言selenium框架UI的自动化测";65.75;"聂付生";"Unknow";"中国社会科学出版社"
"现货正版 Python 3爬虫数据清洗与可视化实战 python3网络爬虫基础教程书籍 Python数据抓取技术开发实战";39.0;"零一";"2019-08-26";"电子工业出版社"
"现货正版 Python数据分析入门从数据获取到可视化 python语言编程教程从入门到精通 python程序设计 pyt";39.0;"沈祥壮";"2019-08-26";"电子工业出版社"
"现货正版 Python爬虫开发与项目实战 Python编程入门教程/数据采集教程/爬虫框架scrap";63.2;"Unknow";"2017-06-01";"机械工业出版社"
"现货正版 疯狂Python讲义 李刚 Python编程从入门到实践教程书籍 Python网络编程数据分析网络爬虫 程序设";78.0;"李刚";"2019-01-01";"电子工业出版社"
"现货速发 Python可以这样学董付国清华大学出版社9787302456469四季丰美图书专营店";44.9;"董付国";"2017-02-01";"清华大学出版社"
"现货速发 Python程序设计实验指导与者_刘庆刘红英刘俊坤责_刘丹航空工业出版社9787516524817四季丰美图书";26.3;"者_刘庆刘红英刘俊坤责_刘丹";"2021-03-01";"航空工业出版社"
"现货速发 Python语言程序设计基础 第2版 第二版 嵩天 Python语言教学 Python编程从入门到实践 pyt";37.9;"嵩天";"2017-01-01";"高等教育出版社"
"现货速发 零基础学Python-(图文版)人民邮电出版社9787115392480四季丰美图书专营店";44.9;"暂无信息";"2015-06-01";"人民邮电出版社"
"现货闪发 自己动手写Python虚拟机 C语言 字节码解释器 内嵌自定义类对象方法自动内存管理模块迭代 编程语言教程 构";74.5;"林洪波";"2011-05-01";"中国纺织出版社"
"生命科学家的Python指南";167.2;"A.兰卡斯特";"2021-11-01";"科学出版社"
"用 Python 编程和实践！深度学习教科书";62.87;"石川聪彦";"2021-03-01";"中国水利水电出版社"
"用 Python 编程和实践！深度学习教科书 （库区：M） 9787517092780";66.87;"石川聪彦";"2021-03-01";"中国水利水电出版社"
"用 Python 编程和实践！深度学习教科书 9787517092780 枫林苑图书专营店 数量：";64.87;"石川聪彦";"2021-03-01";"中国水利水电出版社"
"用 Python 编程和实践！深度学习教科书 9787517092780 知礼图书专营店 数量：";64.87;"石川聪彦";"2021-03-01";"中国水利水电出版社"
"用micro:bit学Python【正版书籍 闪电发货】";20.87;"张子红";"2020-09-01";"电子工业出版社"
"用Python写网络爬虫 [澳]理查德・劳森（";15.07;"理查德・劳森";"2016-08-01";"人民邮电出版社"
"用Python写网络爬虫 *二2版";24.5;"凯瑟琳";"2018-08-01";"人民邮电出版社"
"用Python写网络爬虫 第2版";24.5;"凯瑟琳";"2018-08-01";"人民邮电出版社"
"用Python写网络爬虫 第2版+Python编程 从入门到实践(全2册)数据抓取采集分析 开发实战图书升级版";147.94;"苏晓生";"2010-12-30";"科学出版社"
"用Python写网络爬虫【正版书籍 闪电发货】";11.5;"理查德・劳森";"2016-08-01";"人民邮电出版社"
"用Python写网络爬虫第2版 python编程从入门到实战数据分析零基础自学教程书计算机基础语言程序设计学习快速上手网";55.33;"不详";"Unknow";"不详"
"用Python动手学强化学习 原理与Python实现 强化学习从入门到实战精要 Python强化学习";70.0;"久保隆宏";"2021-07-01";"人民邮电出版社"
"用Python动手学强化学习 原理与Python实现 强化学习从入门到实战精要 程序设计 强化学习实战编程教程书籍 人民";64.09;"久保隆宏";"2021-07-01";"人民邮电出版社"
"用Python动手学强化学习(全彩印刷）";44.9;"久保隆宏";"2021-07-01";"人民邮电出版社"
"用Python动手学强化学习+学机器学习+学统计学 原理与Python实现 强化学习从入门到实战精要强化学习实战编程教程";184.86;"Unknow";"2010-12-30";"东北大学出版社"
"用Python动手学机器学习";44.5;"伊藤真";"2021-03-01";"人民邮电出版社"
"用Python动手学统计学";39.9;"马场真哉";"2021-06-01";"人民邮电出版社"
"用python动手学统计学 马场真哉 pytbon基础教程统计学入门书 python统计分析方法 数据分析机器学习数据可";56.94;"马场真哉";"2021-06-01";"人民邮电出版社"
"用Python学数学";54.9;"彼得・法雷尔";"2021-05-01";"人民邮电出版社"
"用Python学数学 Python编程从入门到实践Python3快速上手程序员的数学基础课算法代数学";85.6;"彼得・法雷尔";"2021-05-01";"人民邮电出版社"
"用Python学数学Python编程从入门到实践Python3快速上手程序员的数学基础课算法代数学几何学微积分教程Pyt";96.98;"彼得・法雷尔";"2021-05-01";"人民邮电出版社"
"用Python实现深度学习框架";44.5;"张觉非";"2020-10-01";"人民邮电出版社"
"用PYTHON玩转树莓派和MEGAPI";33.9;"王德庆";"2018-07-01";"暂无信息"
"用Python玩转树莓派和MegaPi 9787302526353";26.91;"王德庆";"2019-05-01";"清华大学出版社"
"用Python玩转树莓派和MegaPi 清华大学出版社 9787302526353 王德庆 著";32.76;"王德庆";"2019-05-01";"清华大学出版社"
"用Python玩转树莓派和MegaPi 王德庆 9787302526353";24.6;"王德庆";"2019-05-01";"清华大学出版社"
"用Python编程和实践 数学教科书 我妻幸长著 中国水利水电出版社 Python编程基础数学基础线性代数微分概率统计双";88.0;"我妻";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！区块链教科书";44.4;"FLOC";"2021-06-01";"水利水电出版社"
"用Python编程和实践！区块链教科书 赤泽直树著,朱迎庆 9787517094135";51.2;"Unknow";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！区块链教科书:用Python学习区块链结构和工作原理 9787517094135";49.39;"赤泽直树";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！数学教科书";44.4;"我妻";"2021-06-01";"水利水电出版社"
"用Python编程和实践！数学教科书 [日]我妻幸�L著,杨鹏 9787517092773";60.2;"我妻幸�L";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！数学教科书 9787517092773 枫林苑图书专营店 数量：";47.59;"我妻幸�L";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！数学教科书 9787517092773 知礼图书专营店 数量：";47.59;"我妻幸�L";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！数学教科书:机器学习・深度学习中必要的基础知识 9787517092773";58.37;"我妻幸�L";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践！深度学习教科书";49.9;"石川聪彦";"2021-03-01";"水利水电出版社"
"用Python编程和实践！算法入门";87.3;"增井";"2021-10-01";"水利水电出版社"
"用Python编程和实践区块链教科书 数学教科书 赤泽直树著编程语言与程序设计Python的基本原理区块链的机制程序设计";147.1;"Patrick";"2010-12-30";"华中科技大学出版社"
"用python编程和实践区块链教科书:用python学习区块链结构和工作";58.37;"赤泽直树";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践区块链教科书FLOC赤泽直树著编程语言与程序设计Python的基本原理区块链的机制程序设计中国水";73.54;"FLOC";"2021-06-01";"中国水利水电出版社"
"用python编程和实践数学教科书:机器学习・深度学习中必要的基础";58.37;"我妻幸�L";"2021-06-01";"中国水利水电出版社"
"用Python编程和实践数学教科书我妻幸�L著编程语言与程序设计机器学习深度学习基础知识概率与统计线性代数中国水利水电出版";73.54;"我妻";"2021-06-01";"中国水利水电出版社"
"用Python轻松设计控制系统";73.4;"裕树";"2021-09-20";"机械工业出版社"
"用Python轻松设计控制系统 [日]南裕树（YukiMinami）著,施佳贤 9787111688112";62.4;"南裕树";"2021-09-01";"机械工业出版社"
"用Python轻松设计控制系统 [日]南裕树（YukiMinami）著,施佳贤 译 机械工业出版社 9787111688";66.36;"南裕树";"2021-09-01";"机械工业出版社"
"用Python轻松设计控制系统 9787111688112 [日]南裕树（YukiMinami）著,施佳贤 机械工业出版";58.5;"南裕树";"2021-09-01";"机械工业出版社"
"用Python轻松设计控制系统 华章 9787111688112 机械工业出版社 [日]南裕树（YukiMinami）著";70.31;"南裕树";"2021-09-01";"机械工业出版社"
"用于DevOps的Python影印版Linux系统管理任务操作教程书籍基础编程书籍数字电路与逻辑设计Python语言程序";137.59;"Noah";"2021-04-01";"南京东南大学出版社"
"用图形学 Python 3";46.12;"佘友军";"2010-01-01";"人民邮电出版社"
"用图形学 Python 3 9787115554147 枫林苑图书专营店 数量：";39.53;"佘友军";"2010-01-01";"人民邮电出版社"
"用图形学 Python 3 9787115554147 知礼图书专营店 数量：";39.53;"佘友军";"2010-01-01";"人民邮电出版社"
"用图形学Python 3";29.9;"佘友军";"2021-04-01";"人民邮电出版社"
"用图形学Python 3 9787115554147";41.33;"佘友军";"2010-01-01";"人民邮电出版社"
"用图形学Python 3 人民邮电出版社 9787115554147 佘友军";49.12;"佘友军";"2010-01-01";"人民邮电出版社"
"用图形学Python3 青少年趣味编程 儿童Python编程入门青少年学编程零基础计算机编程Python教学实践用书 人";55.9;"佘友军";"2021-04-01";"人民邮电出版社"
"电子数据取证与Python方法";56.5;"Chet";"2017-09-01";"电子工业出版社"
"疯狂Python讲义";59.0;"李刚";"2019-01-01";"电子工业出版社"
"疯狂Python讲义 李刚 python编程从入门到精通实践计算机语言程序设计 python基础教程核心技术网络爬虫pa";112.0;"李刚";"2019-01-01";"电子工业出版社"
"疯狂PYTHON讲义 李刚 电子工业出版社 【正版图书】";58.0;"李刚";"2019-01-01";"电子工业出版社"
"疯狂Python讲义 李刚 著 电子工业出版社【正版书籍】";59.0;"李刚";"2018-12-01";"电子工业出版社"
"疯狂Python讲义 李刚编著 python从入门到精通 精通计算机程序设计 python核心技术网络爬虫书籍 pyth";117.6;"李刚";"2019-01-01";"电子工业出版社"
"疯狂Python讲义 李刚著 python从入门到精通实践书籍 计算机语言程序设计 python基础教程核心技术网络爬虫";99.0;"李刚";"2019-01-01";"电子工业出版社"
"疯狂PYTHON讲义 电子工业出版社 9787121351976 李刚";97.94;"李刚";"2019-01-01";"电子工业出版社"
"疯狂Python讲义+疯狂Java讲义 第5版 附光盘 java从入门到精通 python基础教程 计算机程序设计 py";232.7;"云创工作室";"2010-12-30";"人民邮电出版社"
"白话机器学习的数学 Python机器学习AI人人工智能入门教程 深度学习算法大数据挖掘教程 机器学习实战书籍正版";59.3;"立石贤吾";"2020-01-01";"人民邮电出版社"
"白话机器学习的数学 Python机器学习实战算法神经网络与机器学习人人工智能入门教程深度学习算法大数据挖掘程序设计";57.0;"立石贤吾";"2020-11-01";"人民邮电出版社"
